Round:2; max power:1382.62; sample size:159; Yaw:210.5; Pitch: 21.9
Round:1474; max power:3091.66; sample size:167; Yaw:327.6; Pitch: 80.7
Round:1476; max power:3474.94; sample size:168; Yaw:327.5; Pitch: 96.7
Round:1478; max power:2358.26; sample size:163; Yaw:327.6; Pitch: 78
Round:1480; max power:2163.77; sample size:159; Yaw:327.2; Pitch: 80.2
Round:1482; max power:2273.68; sample size:156; Yaw:327.3; Pitch: -0.1
Round:1484; max power:2227.11; sample size:156; Yaw:327; Pitch: -1.38778e-16
Round:1486; max power:2317.07; sample size:158; Yaw:307.8; Pitch: 70.7
Round:1488; max power:1949.28; sample size:162; Yaw:264.8; Pitch: -0.3
Round:1490; max power:2080.19; sample size:161; Yaw:321.6; Pitch: 50.2
Round:1492; max power:2216; sample size:156; Yaw:321.6; Pitch: 127.8
Round:1494; max power:2296.11; sample size:158; Yaw:293.9; Pitch: -1.38778e-16
Round:1496; max power:2744.45; sample size:156; Yaw:321.9; Pitch: 128
Round:1498; max power:3233.05; sample size:156; Yaw:322; Pitch: 127.9
Round:1500; max power:2748.71; sample size:153; Yaw:322.1; Pitch: 128
Round:1502; max power:3028.23; sample size:154; Yaw:265; Pitch: 98
Round:1504; max power:3323.07; sample size:156; Yaw:330.2; Pitch: 152.7
Round:1506; max power:4551.63; sample size:159; Yaw:330.3; Pitch: 48.5
Round:1508; max power:3441.68; sample size:161; Yaw:330; Pitch: 151.8
Round:1510; max power:3233.74; sample size:158; Yaw:329.1; Pitch: 151.4
Round:1512; max power:2189.13; sample size:160; Yaw:328.9; Pitch: 152
Round:1514; max power:2050.61; sample size:161; Yaw:329.4; Pitch: 152.2
Round:1516; max power:2347.43; sample size:160; Yaw:329.4; Pitch: 152.3
Round:1518; max power:3045.67; sample size:159; Yaw:329.9; Pitch: 88.9
Round:1520; max power:1959.21; sample size:163; Yaw:329.8; Pitch: 29.6
Round:1522; max power:2578.84; sample size:166; Yaw:331; Pitch: 89.7
Round:1524; max power:2135.2; sample size:164; Yaw:331.2; Pitch: 116.3
Round:1526; max power:1727.88; sample size:162; Yaw:330.6; Pitch: 116
Round:1528; max power:1373.88; sample size:160; Yaw:3.7; Pitch: 131.9
Round:1530; max power:1618.19; sample size:161; Yaw:332.1; Pitch: 115.3
Round:1532; max power:2379.11; sample size:162; Yaw:332; Pitch: 58.6
Round:1534; max power:2350.81; sample size:163; Yaw:331.8; Pitch: 57.4
Round:1536; max power:2040.58; sample size:164; Yaw:331.5; Pitch: 116.4
Round:1538; max power:1663.99; sample size:162; Yaw:71.6; Pitch: 38.2
Round:1540; max power:1582.98; sample size:160; Yaw:71.9; Pitch: 48.2
Round:1542; max power:1601.31; sample size:158; Yaw:72.7; Pitch: 141.2
Round:1544; max power:1350.86; sample size:163; Yaw:323.7; Pitch: 15.2
Round:1546; max power:1697.58; sample size:164; Yaw:322.5; Pitch: -1
Round:1548; max power:1334.1; sample size:165; Yaw:226.2; Pitch: -0.8
Round:1550; max power:1446.09; sample size:164; Yaw:324.1; Pitch: -0.3
Round:1552; max power:1545.15; sample size:165; Yaw:226.4; Pitch: -1
Round:1554; max power:1254.73; sample size:168; Yaw:223.7; Pitch: -1
Round:1556; max power:1785.54; sample size:163; Yaw:298.4; Pitch: -1
Round:1558; max power:2032.12; sample size:167; Yaw:298.9; Pitch: -0.5
Round:1560; max power:1708.94; sample size:165; Yaw:323.9; Pitch: -0.8
Round:1562; max power:2073.64; sample size:160; Yaw:323.9; Pitch: -0.7
Round:1564; max power:2135.18; sample size:154; Yaw:54.6; Pitch: 0.3
Round:1566; max power:2391.65; sample size:154; Yaw:54.9; Pitch: 0.2
Round:1568; max power:2054.12; sample size:150; Yaw:323.7; Pitch: -1
Round:1570; max power:2403.71; sample size:154; Yaw:267.7; Pitch: -0.2
Round:1572; max power:2368.12; sample size:149; Yaw:267.4; Pitch: -0.2
Round:1574; max power:2616.19; sample size:149; Yaw:324.2; Pitch: 12.1
Round:1576; max power:2631.94; sample size:145; Yaw:55; Pitch: -0.5
Round:1578; max power:2621.98; sample size:142; Yaw:314.6; Pitch: 122.8
Round:1580; max power:2665.99; sample size:143; Yaw:266; Pitch: -1.38778e-16
Round:1582; max power:2739.55; sample size:141; Yaw:266.2; Pitch: -1.38778e-16
Round:1584; max power:2400.66; sample size:144; Yaw:324.7; Pitch: 12.7
Round:1586; max power:2298.74; sample size:146; Yaw:265.8; Pitch: -1.38778e-16
Round:1588; max power:2455.34; sample size:147; Yaw:265.5; Pitch: 22.7
Round:1590; max power:2412.77; sample size:147; Yaw:265.7; Pitch: -1.38778e-16
Round:1592; max power:2135.54; sample size:148; Yaw:56.3; Pitch: -0.5
Round:1594; max power:2116.95; sample size:149; Yaw:56.1; Pitch: -0.6
Round:1596; max power:2088.99; sample size:149; Yaw:55.6; Pitch: -0.7
Round:1598; max power:2409.4; sample size:149; Yaw:266.1; Pitch: 22.6
Round:1600; max power:2368.43; sample size:151; Yaw:266.7; Pitch: 37.9
Round:1602; max power:2356.59; sample size:151; Yaw:267.4; Pitch: 37.9
Round:1604; max power:2229.14; sample size:150; Yaw:266.5; Pitch: 38.2
Round:1606; max power:1950.72; sample size:150; Yaw:266.3; Pitch: 38.3
Round:1608; max power:2079.68; sample size:152; Yaw:266; Pitch: 22.5
Round:1610; max power:2012.82; sample size:150; Yaw:55.2; Pitch: -0.5
Round:1612; max power:1879.36; sample size:150; Yaw:55.2; Pitch: -0.4
Round:1614; max power:1930.77; sample size:150; Yaw:55.4; Pitch: -0.6
Round:1616; max power:2101.53; sample size:143; Yaw:55.2; Pitch: -0.5
Round:1618; max power:1930.89; sample size:144; Yaw:55.7; Pitch: -0.4
Round:1620; max power:1805.78; sample size:145; Yaw:55.9; Pitch: -0.5
Round:1622; max power:1900.52; sample size:143; Yaw:55.8; Pitch: -0.7
Round:1624; max power:2098.29; sample size:145; Yaw:55.9; Pitch: -0.6
Round:1626; max power:2131.34; sample size:146; Yaw:55.7; Pitch: -0.7
Round:1628; max power:2434.45; sample size:148; Yaw:55.7; Pitch: 98.5
Round:1630; max power:2098.26; sample size:148; Yaw:56.2; Pitch: -0.6
Round:1632; max power:2059.57; sample size:151; Yaw:273.6; Pitch: 27.7
Round:1634; max power:2562.98; sample size:151; Yaw:273.3; Pitch: 142.6
Round:1636; max power:2181.19; sample size:153; Yaw:273.2; Pitch: 142.6
Round:1638; max power:2256.63; sample size:151; Yaw:269.2; Pitch: 37.4
Round:1640; max power:2372.28; sample size:152; Yaw:269.2; Pitch: 37.6
Round:1642; max power:2418.37; sample size:154; Yaw:269.2; Pitch: 37.6
Round:1644; max power:2155.52; sample size:157; Yaw:269.6; Pitch: 37.4
Round:1646; max power:2161.9; sample size:157; Yaw:269.8; Pitch: 37.3
Round:1648; max power:2800.13; sample size:158; Yaw:270.3; Pitch: 26.8
Round:1650; max power:3122.42; sample size:160; Yaw:269.8; Pitch: 36.9
Round:1652; max power:3157.79; sample size:159; Yaw:269.7; Pitch: 37
Round:1654; max power:3180.34; sample size:163; Yaw:269.2; Pitch: 36.8
Round:1656; max power:2604.8; sample size:165; Yaw:269.3; Pitch: 36.3
Round:1658; max power:2798.62; sample size:158; Yaw:269.4; Pitch: 26.5
Round:1660; max power:3024.54; sample size:161; Yaw:269.8; Pitch: 26.5
Round:1662; max power:3176.06; sample size:165; Yaw:269.8; Pitch: 26.6
Round:1664; max power:3001.84; sample size:166; Yaw:269.5; Pitch: 26.6
Round:1666; max power:3131.75; sample size:164; Yaw:269.5; Pitch: 36.9
Round:1668; max power:2927.41; sample size:164; Yaw:269.7; Pitch: 37.3
Round:1670; max power:3075.88; sample size:160; Yaw:269.9; Pitch: 37.3
Round:1672; max power:3022.87; sample size:159; Yaw:269.8; Pitch: 37.5
Round:1674; max power:3025.97; sample size:160; Yaw:269.9; Pitch: 37.5
Round:1676; max power:3445.94; sample size:155; Yaw:269.6; Pitch: 37.6
Round:1678; max power:3569.62; sample size:158; Yaw:269.4; Pitch: 37.5
Round:1680; max power:3609.1; sample size:156; Yaw:269.2; Pitch: 37.2
Round:1682; max power:3448.55; sample size:159; Yaw:268.9; Pitch: 37.2
Round:1684; max power:3870.41; sample size:155; Yaw:269; Pitch: 37.3
Round:1686; max power:4165.89; sample size:152; Yaw:269.4; Pitch: 37.4
Round:1688; max power:4506.68; sample size:150; Yaw:268.9; Pitch: 37.2
Round:1690; max power:4412.69; sample size:148; Yaw:268.6; Pitch: 59
Round:1692; max power:4449.52; sample size:152; Yaw:268.8; Pitch: 97.3
Round:1694; max power:4062.93; sample size:153; Yaw:268.9; Pitch: 37.3
Round:1696; max power:3771.78; sample size:155; Yaw:268.9; Pitch: 37.3
Round:1698; max power:3521.37; sample size:154; Yaw:268.9; Pitch: 37.2
Round:1700; max power:3627.82; sample size:162; Yaw:269.2; Pitch: 37.3
Round:1702; max power:3062.59; sample size:163; Yaw:269.5; Pitch: 37.2
Round:1704; max power:3044.43; sample size:163; Yaw:269.7; Pitch: 37.3
Round:1706; max power:2571.48; sample size:166; Yaw:269.7; Pitch: 0.5
Round:1708; max power:2420.11; sample size:168; Yaw:270.1; Pitch: 37.3
Round:1710; max power:2063.41; sample size:165; Yaw:270.4; Pitch: 37.2
Round:1712; max power:2069.48; sample size:168; Yaw:270.5; Pitch: 37.3
Round:1714; max power:2066.36; sample size:167; Yaw:270.6; Pitch: 37.4
Round:1716; max power:1900.33; sample size:166; Yaw:270.6; Pitch: 37.3
Round:1718; max power:1938.94; sample size:166; Yaw:270.7; Pitch: 37.3
Round:1720; max power:1681.45; sample size:159; Yaw:270.3; Pitch: 37.2
Round:1722; max power:1693.05; sample size:158; Yaw:270; Pitch: 37.4
Round:1724; max power:1746.64; sample size:158; Yaw:270.2; Pitch: 37.4
Round:1726; max power:1905.55; sample size:155; Yaw:270.3; Pitch: 37.4
Round:1728; max power:2135.23; sample size:154; Yaw:270.5; Pitch: 37.6
Round:1730; max power:2574.35; sample size:153; Yaw:269.8; Pitch: 37.4
Round:1732; max power:2544.56; sample size:160; Yaw:270.4; Pitch: 37.1
Round:1734; max power:2661.03; sample size:159; Yaw:270.2; Pitch: 37
Round:1736; max power:2779.54; sample size:157; Yaw:270.5; Pitch: 37
Round:1738; max power:3620.68; sample size:160; Yaw:270.6; Pitch: 100.4
Round:1740; max power:3500.96; sample size:159; Yaw:271; Pitch: 37.4
Round:1742; max power:3905.14; sample size:160; Yaw:271; Pitch: 27.3
Round:1744; max power:3934.58; sample size:154; Yaw:271; Pitch: 27.3
Round:1746; max power:3872.43; sample size:153; Yaw:271.2; Pitch: 27.4
Round:1748; max power:3764.72; sample size:152; Yaw:271.3; Pitch: 27.4
Round:1750; max power:3468.76; sample size:156; Yaw:271.1; Pitch: 27.4
Round:1752; max power:2920.45; sample size:156; Yaw:271.6; Pitch: 27.4
Round:1754; max power:2933.16; sample size:152; Yaw:271.6; Pitch: 27.3
Round:1756; max power:2916.38; sample size:148; Yaw:272.6; Pitch: 27.4
Round:1758; max power:2635.75; sample size:146; Yaw:273; Pitch: 27.5
Round:1760; max power:1932.1; sample size:144; Yaw:272.8; Pitch: 27.5
Round:1762; max power:1997.12; sample size:144; Yaw:272.2; Pitch: 27.4
Round:1764; max power:1728.98; sample size:147; Yaw:295.8; Pitch: 28.4
Round:1766; max power:1896.91; sample size:149; Yaw:295.7; Pitch: 28.3
Round:1768; max power:1925.88; sample size:153; Yaw:295.4; Pitch: 28.3
Round:1770; max power:1915.86; sample size:154; Yaw:295.3; Pitch: 28.2
Round:1772; max power:1978.4; sample size:156; Yaw:55.2; Pitch: 19.4
Round:1774; max power:1984.78; sample size:155; Yaw:54.7; Pitch: 19.4
Round:1776; max power:1927.49; sample size:159; Yaw:295.5; Pitch: 28.8
Round:1778; max power:2153.61; sample size:160; Yaw:270.5; Pitch: 37.1
Round:1780; max power:2240.06; sample size:163; Yaw:270.3; Pitch: 37.1
Round:1782; max power:2404.35; sample size:164; Yaw:270.6; Pitch: 37.2
Round:1784; max power:2597.42; sample size:162; Yaw:270.7; Pitch: 37.2
Round:1786; max power:2821.03; sample size:162; Yaw:270.3; Pitch: 59.1
Round:1788; max power:2736.45; sample size:164; Yaw:270.6; Pitch: 58.8
Round:1790; max power:2944.82; sample size:164; Yaw:270.7; Pitch: 58.8
Round:1792; max power:2942.19; sample size:159; Yaw:271.1; Pitch: 58.8
Round:1794; max power:2862.87; sample size:161; Yaw:271.3; Pitch: 59
Round:1796; max power:3246.9; sample size:159; Yaw:271.7; Pitch: 59.2
Round:1798; max power:2417.22; sample size:154; Yaw:271.5; Pitch: 36.7
Round:1800; max power:2448.97; sample size:156; Yaw:270.7; Pitch: 36.6
Round:1802; max power:2482.59; sample size:156; Yaw:271.1; Pitch: 36.7
Round:1804; max power:2323.77; sample size:157; Yaw:270.8; Pitch: 36.6
Round:1806; max power:2098.77; sample size:158; Yaw:271.1; Pitch: 36.6
Round:1808; max power:1559.62; sample size:155; Yaw:271.7; Pitch: 36.5
Round:1810; max power:1422.27; sample size:155; Yaw:17.3; Pitch: 11.8
Round:1812; max power:1264.36; sample size:156; Yaw:307.4; Pitch: 161.7
Round:1814; max power:1482.99; sample size:157; Yaw:307.1; Pitch: 161.9
Round:1816; max power:1313.91; sample size:154; Yaw:327; Pitch: 157.4
Round:1818; max power:1337.85; sample size:154; Yaw:326.6; Pitch: 157.6
Round:1820; max power:1756.79; sample size:159; Yaw:47.1; Pitch: 131.2
Round:1822; max power:1962.95; sample size:155; Yaw:47.5; Pitch: 97.2
Round:1824; max power:1769.32; sample size:156; Yaw:288.9; Pitch: 150
Round:1826; max power:1783.86; sample size:159; Yaw:7.4; Pitch: 148.7
Round:1828; max power:1774.7; sample size:160; Yaw:324.8; Pitch: 34.6
Round:1830; max power:1805.44; sample size:167; Yaw:324.8; Pitch: 133.8
Round:1832; max power:1843.64; sample size:167; Yaw:287.5; Pitch: 56.1
Round:1834; max power:1799.93; sample size:168; Yaw:324.4; Pitch: 133
Round:1836; max power:2497.7; sample size:168; Yaw:287; Pitch: 56.5
Round:1838; max power:2793.05; sample size:169; Yaw:286.7; Pitch: 56.4
Round:1840; max power:2743.2; sample size:172; Yaw:286.6; Pitch: 56.7
Round:1842; max power:2377.08; sample size:171; Yaw:325.5; Pitch: 77.4
Round:1844; max power:2418.31; sample size:172; Yaw:325.8; Pitch: 154.3
Round:1846; max power:2060.5; sample size:162; Yaw:326.6; Pitch: 154.3
Round:1848; max power:2152.17; sample size:146; Yaw:326.6; Pitch: 154.2
Round:1850; max power:1988.1; sample size:132; Yaw:269.8; Pitch: 100.9
Round:1852; max power:2284.76; sample size:132; Yaw:326.6; Pitch: 153.6
Round:1854; max power:2068.26; sample size:133; Yaw:326.3; Pitch: 142.5
Round:1856; max power:1411.55; sample size:132; Yaw:310.8; Pitch: 147.1
Round:1858; max power:2366.74; sample size:133; Yaw:280.7; Pitch: 148.5
Round:1860; max power:1977.91; sample size:136; Yaw:310.8; Pitch: 177
Round:1862; max power:2841.63; sample size:137; Yaw:310.9; Pitch: 94.9
Round:1864; max power:2081.59; sample size:134; Yaw:310.1; Pitch: 149.3
Round:1866; max power:2196.53; sample size:137; Yaw:300.2; Pitch: 155.1
Round:1868; max power:2136.85; sample size:136; Yaw:300; Pitch: 79
Round:1870; max power:2149.12; sample size:147; Yaw:278.8; Pitch: 82.9
Round:1872; max power:1553.82; sample size:219; Yaw:280; Pitch: 148.5
Round:1874; max power:1947.96; sample size:170; Yaw:278.6; Pitch: 169.6
Round:1876; max power:1985.27; sample size:171; Yaw:277.6; Pitch: 169.6
Round:1878; max power:1989.09; sample size:171; Yaw:277.4; Pitch: 140
Round:1880; max power:1483.84; sample size:166; Yaw:278.1; Pitch: 140.1
Round:1882; max power:1580.76; sample size:158; Yaw:10.5; Pitch: 96.4
Round:1884; max power:1669.39; sample size:162; Yaw:277.8; Pitch: 139.8
Round:1886; max power:2170.44; sample size:162; Yaw:278.5; Pitch: 139.7
Round:1888; max power:1948.43; sample size:164; Yaw:278.6; Pitch: 139.6
Round:1890; max power:1736.37; sample size:169; Yaw:279; Pitch: 9.8
Round:1892; max power:1642.74; sample size:168; Yaw:9.6; Pitch: 89.5
Round:1894; max power:1273.64; sample size:167; Yaw:278.5; Pitch: 10.2
Round:1896; max power:1566.98; sample size:167; Yaw:278.2; Pitch: 10.3
Round:1898; max power:1574.98; sample size:166; Yaw:323.2; Pitch: 157.3
Round:1900; max power:1436.63; sample size:167; Yaw:323; Pitch: 44.5
Round:1902; max power:1508.27; sample size:167; Yaw:277.2; Pitch: 139
Round:1904; max power:1324.28; sample size:171; Yaw:336.7; Pitch: 23.5
Round:1906; max power:1706.73; sample size:172; Yaw:336.8; Pitch: 22.6
Round:1908; max power:1695.06; sample size:167; Yaw:337.5; Pitch: 22.3
Round:1910; max power:1714.6; sample size:164; Yaw:337.4; Pitch: 22.2
Round:1912; max power:1708.38; sample size:165; Yaw:337.1; Pitch: 178.5
Round:1914; max power:1564.32; sample size:165; Yaw:316.5; Pitch: 137.4
Round:1916; max power:1505.72; sample size:162; Yaw:316.6; Pitch: 137.3
Round:1918; max power:1646.89; sample size:162; Yaw:305.6; Pitch: 142.6
Round:1920; max power:1804.22; sample size:159; Yaw:316.6; Pitch: 137.5
Round:1922; max power:1493.6; sample size:155; Yaw:316.5; Pitch: 137.7
Round:1924; max power:1655.44; sample size:150; Yaw:306.5; Pitch: -1
Round:1926; max power:1499.43; sample size:149; Yaw:306.2; Pitch: 143.4
Round:1928; max power:1270.77; sample size:148; Yaw:263.4; Pitch: 121
Round:1930; max power:1335.9; sample size:147; Yaw:263.7; Pitch: 180.8
Round:1932; max power:1401.23; sample size:145; Yaw:307.6; Pitch: 142.5
Round:1934; max power:1439.73; sample size:143; Yaw:307.5; Pitch: 142.7
Round:1936; max power:1401.4; sample size:150; Yaw:2; Pitch: 140.7
Round:1938; max power:1283.73; sample size:152; Yaw:309.6; Pitch: 13.4
Round:1940; max power:2036.01; sample size:156; Yaw:310.4; Pitch: 154.1
Round:1942; max power:2243.63; sample size:160; Yaw:314.1; Pitch: 171.8
Round:1944; max power:3000.55; sample size:163; Yaw:313; Pitch: 171.3
Round:1946; max power:3253.56; sample size:170; Yaw:312.5; Pitch: 171.4
Round:1948; max power:3119.04; sample size:174; Yaw:312.3; Pitch: 11.9
Round:1950; max power:2837.54; sample size:180; Yaw:312.5; Pitch: 10.7
Round:1952; max power:2744.54; sample size:177; Yaw:311.3; Pitch: 11.2
Round:1954; max power:1507.02; sample size:250; Yaw:314.6; Pitch: 11.1
Round:1956; max power:2438.38; sample size:177; Yaw:306.2; Pitch: 23.9
Round:1958; max power:977.3; sample size:176; Yaw:339.1; Pitch: 29.8
Round:1960; max power:1124.74; sample size:174; Yaw:221.9; Pitch: 0.5
Round:1962; max power:1342.85; sample size:408; Yaw:308; Pitch: 13.7
Round:1964; max power:3425.53; sample size:170; Yaw:319.7; Pitch: 141.2
Round:1966; max power:2447.33; sample size:158; Yaw:320.2; Pitch: 165.8
Round:1968; max power:2459.28; sample size:148; Yaw:313.2; Pitch: 160
Round:1970; max power:1597.91; sample size:144; Yaw:271.4; Pitch: 21.4
Round:1972; max power:1711.15; sample size:143; Yaw:321; Pitch: 72.7
Round:1974; max power:2376.95; sample size:144; Yaw:322.2; Pitch: 100.4
Round:1976; max power:3313.83; sample size:139; Yaw:321.6; Pitch: 38.6
Round:1978; max power:2344.09; sample size:142; Yaw:335.2; Pitch: 14.6
Round:1980; max power:2367.98; sample size:144; Yaw:325.8; Pitch: 40.8
Round:1982; max power:1989.69; sample size:144; Yaw:326.1; Pitch: 125.9
Round:1984; max power:1655.1; sample size:232; Yaw:286; Pitch: 16
Round:1986; max power:3549.57; sample size:167; Yaw:317.8; Pitch: 77
Round:1988; max power:4490.27; sample size:166; Yaw:317.7; Pitch: 79
Round:1990; max power:5234.48; sample size:171; Yaw:317.8; Pitch: 80.2
Round:1992; max power:5130.11; sample size:167; Yaw:317.7; Pitch: 85.7
Round:1994; max power:4009.84; sample size:232; Yaw:317.7; Pitch: 84.2
Round:1996; max power:5712.22; sample size:162; Yaw:317.6; Pitch: 91.4
Round:1998; max power:5406.74; sample size:162; Yaw:342.1; Pitch: 91.4
Round:2000; max power:6195.49; sample size:161; Yaw:317.6; Pitch: 92.5
Round:2002; max power:5413.72; sample size:160; Yaw:317.6; Pitch: 143.3
Round:2004; max power:6072.48; sample size:159; Yaw:343.1; Pitch: 85.2
Round:2006; max power:5506.03; sample size:157; Yaw:291.4; Pitch: 84.8
Round:2008; max power:6022.62; sample size:163; Yaw:343.4; Pitch: 87.3
Round:2010; max power:6619.07; sample size:164; Yaw:343.8; Pitch: 86.5
Round:2012; max power:6068.7; sample size:168; Yaw:343.7; Pitch: 89.1
Round:2014; max power:7221.22; sample size:174; Yaw:343.6; Pitch: 88.7
Round:2016; max power:7375.26; sample size:174; Yaw:343.7; Pitch: 88.4
Round:2018; max power:6426.82; sample size:173; Yaw:343.9; Pitch: 85.8
Round:2020; max power:5935.23; sample size:178; Yaw:343.7; Pitch: 87.9
Round:2022; max power:5587.47; sample size:179; Yaw:343.7; Pitch: 88.5
Round:2024; max power:6276.66; sample size:186; Yaw:343.8; Pitch: 90.1
Round:2026; max power:7013.94; sample size:181; Yaw:343.6; Pitch: 88.9
Round:2028; max power:6754.28; sample size:180; Yaw:343.3; Pitch: 89
Round:2030; max power:6621.21; sample size:181; Yaw:343.3; Pitch: 88.9
Round:2032; max power:6612.8; sample size:180; Yaw:343.3; Pitch: 88.7
Round:2034; max power:6911.18; sample size:174; Yaw:343.2; Pitch: 88.8
Round:2036; max power:7184.24; sample size:174; Yaw:343.1; Pitch: 88.8
Round:2038; max power:7666.03; sample size:169; Yaw:342.8; Pitch: 88.8
Round:2040; max power:8320.73; sample size:169; Yaw:342.8; Pitch: 88.9
Round:2042; max power:8000.19; sample size:168; Yaw:342.8; Pitch: 88.8
Round:2044; max power:6911.08; sample size:171; Yaw:342.9; Pitch: 88.8
Round:2046; max power:6994.59; sample size:172; Yaw:342.9; Pitch: 88.9
Round:2048; max power:7444.78; sample size:167; Yaw:343.2; Pitch: 89
Round:2050; max power:8342.86; sample size:166; Yaw:343.1; Pitch: 88.8
Round:2052; max power:8095.29; sample size:164; Yaw:343.2; Pitch: 88.7
Round:2054; max power:7563.73; sample size:169; Yaw:343.5; Pitch: 88.7
Round:2056; max power:7103.06; sample size:173; Yaw:343.6; Pitch: 88.8
Round:2058; max power:7786.8; sample size:176; Yaw:343.8; Pitch: 88.5
Round:2060; max power:7761.41; sample size:173; Yaw:343.8; Pitch: 89
Round:2062; max power:8182.78; sample size:173; Yaw:343.8; Pitch: 87.8
Round:2064; max power:9009.94; sample size:171; Yaw:343.9; Pitch: 88.9
Round:2066; max power:9108.42; sample size:176; Yaw:343.9; Pitch: 88.8
Round:2068; max power:8303.25; sample size:177; Yaw:343.7; Pitch: 88.6
Round:2070; max power:7350.69; sample size:182; Yaw:344; Pitch: 82.4
Round:2072; max power:7782.59; sample size:186; Yaw:344; Pitch: 82.9
Round:2074; max power:7847.76; sample size:182; Yaw:344.1; Pitch: 82.2
Round:2076; max power:7914.38; sample size:180; Yaw:344; Pitch: 86.1
Round:2078; max power:6603.43; sample size:183; Yaw:344.2; Pitch: 85.2
Round:2080; max power:6200.54; sample size:183; Yaw:344.2; Pitch: 90.9
Round:2082; max power:6456.66; sample size:178; Yaw:344.3; Pitch: 86.6
Round:2084; max power:7018.03; sample size:173; Yaw:344.3; Pitch: 91.1
Round:2086; max power:7475.68; sample size:177; Yaw:344.7; Pitch: 85.5
Round:2088; max power:7432.22; sample size:176; Yaw:344.7; Pitch: 90.4
Round:2090; max power:7622.87; sample size:174; Yaw:344.7; Pitch: 88.9
Round:2092; max power:7537.2; sample size:174; Yaw:344.3; Pitch: 88.9
Round:2094; max power:8772.26; sample size:173; Yaw:344.4; Pitch: 88.8
Round:2096; max power:9098.69; sample size:173; Yaw:344.3; Pitch: 88.9
Round:2098; max power:9228.54; sample size:175; Yaw:344.4; Pitch: 88.9
Round:2100; max power:9247.34; sample size:176; Yaw:344.4; Pitch: 88.8
Round:2102; max power:7774.5; sample size:176; Yaw:344; Pitch: 88.9
Round:2104; max power:7231.48; sample size:175; Yaw:344; Pitch: 88.8
Round:2106; max power:7373.84; sample size:173; Yaw:343.7; Pitch: 88.8
Round:2108; max power:6910.61; sample size:171; Yaw:343.6; Pitch: 88.8
Round:2110; max power:6875.75; sample size:173; Yaw:343.9; Pitch: 88.7
Round:2112; max power:6374.64; sample size:174; Yaw:343.8; Pitch: 88.8
Round:2114; max power:6255.51; sample size:168; Yaw:293.1; Pitch: 95.6
Round:2116; max power:6234.64; sample size:169; Yaw:293.1; Pitch: 146.4
Round:2118; max power:6386.4; sample size:166; Yaw:293.2; Pitch: 146.1
Round:2120; max power:6500.91; sample size:167; Yaw:293.2; Pitch: 97.4
Round:2122; max power:6249.63; sample size:164; Yaw:293.2; Pitch: 98
Round:2124; max power:6706.78; sample size:164; Yaw:293.1; Pitch: 98.6
Round:2126; max power:5903.76; sample size:163; Yaw:293.1; Pitch: 97.8
Round:2128; max power:5802.57; sample size:162; Yaw:293.1; Pitch: 97.8
Round:2130; max power:5424.45; sample size:160; Yaw:246; Pitch: 90.7
Round:2132; max power:5663.98; sample size:164; Yaw:344.9; Pitch: 88.7
Round:2134; max power:6666.48; sample size:165; Yaw:344.9; Pitch: 88.5
Round:2136; max power:6195.79; sample size:169; Yaw:345.3; Pitch: 88.3
Round:2138; max power:6124.16; sample size:164; Yaw:345.3; Pitch: 88.5
Round:2140; max power:6503.95; sample size:167; Yaw:345.5; Pitch: 88.8
Round:2142; max power:7129.46; sample size:163; Yaw:345.5; Pitch: 88.8
Round:2144; max power:7498.82; sample size:164; Yaw:345.5; Pitch: 88.8
Round:2146; max power:6458.74; sample size:167; Yaw:345.4; Pitch: 88.7
Round:2148; max power:6732.55; sample size:164; Yaw:345.4; Pitch: 88.6
Round:2150; max power:6793.74; sample size:168; Yaw:345.4; Pitch: 88.7
Round:2152; max power:5436.07; sample size:168; Yaw:345.7; Pitch: 88.9
Round:2154; max power:5082.27; sample size:169; Yaw:345.7; Pitch: 88.1
Round:2156; max power:5123.38; sample size:166; Yaw:345.6; Pitch: 88.7
Round:2158; max power:4956.89; sample size:167; Yaw:345.5; Pitch: 88.6
Round:2160; max power:4758.32; sample size:165; Yaw:294; Pitch: 29.1
Round:2162; max power:5000.16; sample size:168; Yaw:294; Pitch: 30.3
Round:2164; max power:4565.91; sample size:170; Yaw:293.9; Pitch: 30.2
Round:2166; max power:5020.87; sample size:169; Yaw:293.9; Pitch: 30.4
Round:2168; max power:4542.37; sample size:167; Yaw:293.8; Pitch: 29.8
Round:2170; max power:4414.62; sample size:168; Yaw:294.3; Pitch: 29.3
Round:2172; max power:4672.33; sample size:167; Yaw:346; Pitch: 41.8
Round:2174; max power:4982.51; sample size:165; Yaw:346.3; Pitch: 41.1
Round:2176; max power:4822.57; sample size:166; Yaw:346; Pitch: 41.7
Round:2178; max power:4910.62; sample size:166; Yaw:345.8; Pitch: 88.6
Round:2180; max power:5661.08; sample size:168; Yaw:346.1; Pitch: 88.6
Round:2182; max power:6290.98; sample size:164; Yaw:346.1; Pitch: 88.6
Round:2184; max power:5982.24; sample size:162; Yaw:346.4; Pitch: 88.7
Round:2186; max power:6534.3; sample size:161; Yaw:346.3; Pitch: 88.6
Round:2188; max power:7077.62; sample size:158; Yaw:346.2; Pitch: 88.6
Round:2190; max power:6614.09; sample size:158; Yaw:346.3; Pitch: 88.7
Round:2192; max power:6365.72; sample size:162; Yaw:346; Pitch: 88.7
Round:2194; max power:6408.47; sample size:163; Yaw:346; Pitch: 88.7
